StringtieGene	honeybee.GeneName	dmel.symbol
MSTRG.10691	LOC100576519	CG5149
MSTRG.10692	LOC552832	Gnmt
MSTRG.10693	LOC726408	CG15715
MSTRG.10694	/	/
MSTRG.10695	LOC552830	alphaSnap
MSTRG.10696	LOC100576947	hdm
MSTRG.10697	LOC100576744	CG15443
MSTRG.10698	LOC100576985	CG42237
MSTRG.10699	LOC411998	Pat1
MSTRG.107	/	/
MSTRG.1070	LOC113219308	/
MSTRG.10700	LOC726432	Rbpn-5
MSTRG.10701	LOC409941	CG3632
MSTRG.10702	LOC552820	CHES-1-like
MSTRG.10703	LOC551493	Prp6
MSTRG.10704	/	CG15011
MSTRG.10705	LOC726904	CG15011
MSTRG.10706	LOC102655948	PIG-C
MSTRG.10707	LOC411918	Nup205
MSTRG.10708	LOC409265	Stt3A
MSTRG.10709	Ip3k	IP3K2
MSTRG.1071	/	/
MSTRG.10710	LOC113219080	/
MSTRG.10711	/	/
MSTRG.10712	NFRKB	CG11970
MSTRG.10713	LOC100576989	otu
MSTRG.10714	LOC551528	cib
MSTRG.10715	/	/
MSTRG.10716	/	cib
MSTRG.10717	/	/
MSTRG.10718	LOC412705	Gas41
MSTRG.10719	LOC409574	Pfrx
MSTRG.1072	LOC411781	meigo
MSTRG.10720	LOC102656587	Rala
MSTRG.10721	LOC551449	mop
MSTRG.10722	LOC552759	Pitslre
MSTRG.10723	LOC100577073	/
MSTRG.10724	LOC412273	Cht10
MSTRG.10725	LOC102655263	CG8323
MSTRG.10726	LOC726771	mio
MSTRG.10727	LOC726757	/
MSTRG.10728	LOC102653601	CG7386
MSTRG.10729	LOC409870	Spp
MSTRG.1073	/	/
MSTRG.10730	LOC100578159	CG9776
MSTRG.10731	LOC413336	CG6650
MSTRG.10732	LOC409978	Prosbeta4
MSTRG.10733	LOC552799	CG4702
MSTRG.10734	LOC107965272	CG4702
MSTRG.10735	/	/
MSTRG.10736	LOC100578413	/
MSTRG.10737	LOC413427	CG15894
MSTRG.10738	LOC102653963	/
MSTRG.10739	LOC552804	mlt
MSTRG.1074	LOC100577753	pasi2
MSTRG.10740	LOC726522	CG7328
MSTRG.10741	LOC726595	Sec5
MSTRG.10742	LOC100578709	CG4332
MSTRG.10743	TRNAR-ACG	/
MSTRG.10744	/	/
MSTRG.10745	LOC552752	Sym
MSTRG.10746	LOC552746	firl
MSTRG.10747	LOC113219131	stnB
MSTRG.10748	LOC113219130	stnA
MSTRG.10749	/	/
MSTRG.1075	LOC724279	Cdc42
MSTRG.10750	LOC409904	sdt
MSTRG.10751	/	/
MSTRG.10752	LOC413429	CG1637
MSTRG.10753	LOC413430	Akt
MSTRG.10754	LOC552695	CG8060
MSTRG.10755	LOC409735	Taf6
MSTRG.10756	LOC100578976	CG7627
MSTRG.10757	LOC100578939	DIP-beta
MSTRG.10758	LOC410270	Ace
MSTRG.10759	LOC408320	CG8997
MSTRG.1076	LOC724326	Cyp1
MSTRG.10760	/	/
MSTRG.10761	LOC408321	Herc4
MSTRG.10762	LOC102656166	/
MSTRG.10763	LOC409373	Tmep
MSTRG.10764	LOC552098	Syx8
MSTRG.10765	LOC412154	CG11771
MSTRG.10766	LOC100577623	/
MSTRG.10767	LOC100577735	CG5808
MSTRG.10768	LOC100577520	CG16812
MSTRG.10769	LOC725782	Actn
MSTRG.1077	LOC412316	zyd
MSTRG.10770	LOC409759	CG3335
MSTRG.10771	LOC107965175	/
MSTRG.10772	/	/
MSTRG.10773	LOC552254	PNKP
MSTRG.10774	LOC413087	CG3808
MSTRG.10775	/	/
MSTRG.10776	LOC413086	DNAlig3
MSTRG.10777	LOC725540	/
MSTRG.10778	/	/
MSTRG.10779	LOC102654666	/
MSTRG.1078	LOC411976	zyd
MSTRG.10780	LOC552446	prc
MSTRG.10781	/	prc
MSTRG.10782	LOC552375	Npc1a
MSTRG.10783	LOC409762	Scp1
MSTRG.10784	LOC725391	ChLD3
MSTRG.10785	LOC409764	CG15760
MSTRG.10786	LOC113219143	trol
MSTRG.10787	TRNAA-UGC	/
MSTRG.10788	LOC413091	Ars2
MSTRG.10789	LOC409765	Arp6
MSTRG.1079	LOC411983	wat
MSTRG.10790	LOC409766	CkIIalpha
MSTRG.10791	LOC100577449	Pms2
MSTRG.10792	LOC413583	Exn
MSTRG.10793	LOC409976	loj
MSTRG.10794	LOC724545	chif
MSTRG.10795	LOC724155	CG30100
MSTRG.10796	LOC552459	/
MSTRG.10797	/	/
MSTRG.10798	/	/
MSTRG.10799	/	/
MSTRG.108	LOC113219393	/
MSTRG.1080	/	/
MSTRG.10800	LOC100577364	Cdep
MSTRG.10801	Mir9895	/
MSTRG.10802	LOC724998	Tret1-2
MSTRG.10803	LOC100578388	/
MSTRG.10804	LOC724878	CG14024
MSTRG.10805	LOC413096	CG3356
MSTRG.10806	/	/
MSTRG.10807	LOC413097	Dhc62B
MSTRG.10808	LOC724201	CG13008
MSTRG.10809	LOC408322	/
MSTRG.1081	LOC411715	Pld3
MSTRG.10810	LOC724290	/
MSTRG.10811	/	/
MSTRG.10812	LOC410274	Spt6
MSTRG.10813	LOC410273	lds
MSTRG.10814	LOC113219118	CG5535
MSTRG.10815	LOC107965260	CG5535
MSTRG.10816	LOC107965261	CG5535
MSTRG.10817	Pkc	Pkc53E
MSTRG.10818	LOC410271	cv-2
MSTRG.10819	LOC408324	Picot
MSTRG.1082	LOC100577872	CG16791
MSTRG.10820	Cdk5	Cdk5
MSTRG.10821	LOC408327	CG12093
MSTRG.10822	Syx1A	Syx1A
MSTRG.10823	/	/
MSTRG.10824	/	/
MSTRG.10825	LOC413210	Cad89D
MSTRG.10826	LOC410353	bru3
MSTRG.10827	LOC727110	yellow-d
MSTRG.10828	/	/
MSTRG.10829	LOC725052	Or13a
MSTRG.1083	/	/
MSTRG.10830	LOC100576839	Or13a
MSTRG.10831	LOC409881	Mlc2
MSTRG.10832	LOC552156	Polr2B
MSTRG.10833	LOC413369	Rsod
MSTRG.10834	SIFR	SIFaR
MSTRG.10835	LOC113219165	/
MSTRG.10836	LOC102654686	/
MSTRG.10837	/	/
MSTRG.10838	LOC107965367	/
MSTRG.10839	/	/
MSTRG.1084	LOC107964025	Rgk1
MSTRG.10840	/	/
MSTRG.10841	/	/
MSTRG.10842	LOC100577755	Or30a
MSTRG.10843	LOC724202	Or49b
MSTRG.10844	/	/
MSTRG.10845	/	/
MSTRG.10846	LOC100576282	Or13a
MSTRG.10847	LOC724590	Or13a
MSTRG.10848	LOC100576212	Or13a
MSTRG.10849	/	/
MSTRG.1085	Mir6039	/
MSTRG.10850	LOC100576992	Or22c
MSTRG.10851	LOC100577024	Or30a
MSTRG.10852	/	/
MSTRG.10853	LOC102656838	Or30a
MSTRG.10854	LOC102654183	Or67c
MSTRG.10855	LOC100576940	Or13a
MSTRG.10856	LOC412351	CG14646
MSTRG.10857	LOC552108	Remo
MSTRG.10858	/	CG15744
MSTRG.10859	LOC552084	Coprox
MSTRG.1086	rtGEF	RtGEF
MSTRG.10860	LOC724712	SerRS-m
MSTRG.10861	LOC411789	kra
MSTRG.10862	LOC409955	Smu1
MSTRG.10863	LOC413539	Ide
MSTRG.10864	LOC102656170	ato
MSTRG.10865	/	/
MSTRG.10866	LOC107965338	CG3168
MSTRG.10867	LOC725246	CG9626
MSTRG.10868	LOC102656061	/
MSTRG.10869	/	/
MSTRG.1087	LOC552719	MED11
MSTRG.10870	LOC107965339	/
MSTRG.10871	LOC410280	Ran
MSTRG.10872	/	/
MSTRG.10873	LOC408328	mEFTu1
MSTRG.10874	/	mEFTu1
MSTRG.10875	LOC100576279	CG7120
MSTRG.10876	LOC410282	Culd
MSTRG.10877	LOC410283	CG8372
MSTRG.10878	LOC726486	/
MSTRG.10879	LOC408331	HDAC4
MSTRG.1088	LOC413631	vanin
MSTRG.10880	LOC113219091	Cyt-c1
MSTRG.10881	LOC551624	CG12104
MSTRG.10882	/	/
MSTRG.10883	LOC410286	CG9386
MSTRG.10884	LOC100576660	/
MSTRG.10885	LOC408332	Cf2
MSTRG.10886	LOC107965146	/
MSTRG.10887	LOC408333	RhoGAP19D
MSTRG.10888	/	/
MSTRG.10889	LOC726508	w
MSTRG.1089	LOC724636	nau
MSTRG.10890	/	w
MSTRG.10891	LOC100576761	Spindly
MSTRG.10892	LOC551500	Pi3K92E
MSTRG.10893	/	/
MSTRG.10894	LOC408335	Nup98-96
MSTRG.10895	LOC102655004	/
MSTRG.10896	LOC551454	stol
MSTRG.10897	LOC100576428	CG13954
MSTRG.10898	/	CYTB
MSTRG.10899	LOC113219156	/
MSTRG.109	LOC102653619	/
MSTRG.1090	LOC107966041	/
MSTRG.10900	/	/
MSTRG.10901	LOC113219148	/
MSTRG.10902	LOC100576488	/
MSTRG.10903	/	/
MSTRG.10904	LOC413064	Mcm6
MSTRG.10905	LOC100576458	/
MSTRG.10906	LOC551248	Tsp97E
MSTRG.10907	LOC409959	Cdk2
MSTRG.10908	LOC107965340	CG42342
MSTRG.10909	LOC725196	CG14903
MSTRG.1091	LOC409138	Syt7
MSTRG.10910	/	/
MSTRG.10911	LOC725498	mesh
MSTRG.10912	LOC102655718	/
MSTRG.10913	LOC100577487	/
MSTRG.10914	LOC409539	tau
MSTRG.10915	Mir3774	/
MSTRG.10916	LOC102654436	/
MSTRG.10917	LOC100577908	Mlc1
MSTRG.10918	/	Mlc1
MSTRG.10919	LOC100577596	/
MSTRG.1092	LOC412436	CG15373
MSTRG.10920	LOC100577559	/
MSTRG.10921	/	/
MSTRG.10922	LOC107965377	/
MSTRG.10923	LOC726032	unc80
MSTRG.10924	/	/
MSTRG.10925	LOC410148	/
MSTRG.10926	LOC408372	mub
MSTRG.10927	/	/
MSTRG.10928	LOC107965325	/
MSTRG.10929	/	/
MSTRG.1093	/	/
MSTRG.10930	LOC113219149	/
MSTRG.10931	/	/
MSTRG.10932	/	/
MSTRG.10933	/	/
MSTRG.10934	/	/
MSTRG.10935	LOC408371	Ddx56
MSTRG.10936	LOC550854	CG7519
MSTRG.10937	LOC410355	eIF2Bbeta
MSTRG.10938	LOC408370	amrt
MSTRG.10939	LOC410354	Su(fu)
MSTRG.1094	LOC100576414	CG4020
MSTRG.10940	LOC102654078	/
MSTRG.10941	/	/
MSTRG.10942	LOC726039	CG31323
MSTRG.10943	LOC100577202	neur
MSTRG.10944	LOC102654437	/
MSTRG.10945	LOC102654409	/
MSTRG.10946	LOC107965348	/
MSTRG.10947	LOC107965349	/
MSTRG.10948	LOC724291	alphaTub85E
MSTRG.10949	TRNAS-GCU	/
MSTRG.1095	LOC411910	/
MSTRG.10950	LOC412148	ics
MSTRG.10951	TRNAH-GUG	/
MSTRG.10952	LOC727473	Srp19
MSTRG.10953	TRNAP-CGG	/
MSTRG.10954	LOC411813	Men
MSTRG.10955	LOC411812	Doa
MSTRG.10956	LOC107965350	/
MSTRG.10957	/	/
MSTRG.10958	/	/
MSTRG.10959	LOC726929	hh
MSTRG.1096	LOC102654175	/
MSTRG.10960	/	/
MSTRG.10961	/	/
MSTRG.10962	LOC409892	CG6693
MSTRG.10963	LOC727130	CG33203
MSTRG.10964	LOC413709	CG5961
MSTRG.10965	LOC107965368	CG15525
MSTRG.10966	/	/
MSTRG.10967	LOC727237	CAH2
MSTRG.10968	LOC412452	dmpd
MSTRG.10969	LOC100576840	/
MSTRG.1097	LOC409238	CG1909
MSTRG.10970	/	/
MSTRG.10971	LOC551963	spn-F
MSTRG.10972	/	/
MSTRG.10973	LOC413398	mRpL32
MSTRG.10974	LOC412735	qless
MSTRG.10975	/	/
MSTRG.10976	LOC100578660	eIF2beta
MSTRG.10977	/	eIF2beta
MSTRG.10978	/	/
MSTRG.10979	LOC100578805	CG32276
MSTRG.1098	LOC552065	IntS14
MSTRG.10980	LOC551549	TM9SF3
MSTRG.10981	LOC411538	CG14641
MSTRG.10982	LOC412065	Polr2A
MSTRG.10983	/	/
MSTRG.10984	LOC551103	Pdha
MSTRG.10985	/	/
MSTRG.10986	LOC551094	CG7900
MSTRG.10987	LOC552534	CG13220
MSTRG.10988	LOC411807	Zip89B
MSTRG.10989	LOC409285	jar
MSTRG.1099	LOC726220	CG32147
MSTRG.10990	LOC552642	Mcm3
MSTRG.10991	LOC412399	Orct
MSTRG.10992	LOC409540	mats
MSTRG.10993	LOC727106	glo
MSTRG.10994	/	/
MSTRG.10995	LOC413947	na
MSTRG.10996	LOC409554	Dap160
MSTRG.10997	LOC100576919	CG6026
MSTRG.10998	/	/
MSTRG.10999	/	/
MSTRG.11	nbisL1-trna-6	/
MSTRG.110	/	/
MSTRG.1100	LOC726368	Meics
MSTRG.11000	LOC551240	Polr1E
MSTRG.11001	LOC551201	Sgt1
MSTRG.11002	LOC100576951	/
MSTRG.11003	LOC725268	CG31156
MSTRG.11004	LOC113219173	/
MSTRG.11005	LOC113219168	/
MSTRG.11006	LOC113219177	/
MSTRG.11007	LOC113219179	/
MSTRG.11008	LOC113219180	/
MSTRG.11009	LOC113219172	/
MSTRG.1101	LOC100578782	ox
MSTRG.11010	LOC113219181	/
MSTRG.11011	LOC113219169	/
MSTRG.11012	LOC113219170	/
MSTRG.11013	LOC113219174	/
MSTRG.11014	LOC113219171	/
MSTRG.11015	LOC100578102	CG10011
MSTRG.11016	/	/
MSTRG.11017	LOC100576302	/
MSTRG.11018	LOC551759	Eaat1
MSTRG.11019	/	Eaat1
MSTRG.1102	LOC409579	Fancm
MSTRG.11020	LOC413450	CG7639
MSTRG.11021	LOC102654184	PPP1R15
MSTRG.11022	/	/
MSTRG.11023	Fibroin1	/
MSTRG.11024	Fibroin2	/
MSTRG.11025	Fibroin3	/
MSTRG.11026	Fibroin4	/
MSTRG.11027	LOC409915	swm
MSTRG.11028	LOC551677	Wee1
MSTRG.11029	LOC724912	subdued
MSTRG.1103	LOC726320	Spn27A
MSTRG.11030	LOC409145	Zip102B
MSTRG.11031	LOC411622	CG31997
MSTRG.11032	LOC107965384	CG31997
MSTRG.11033	LOC551350	CG31715
MSTRG.11034	LOC409098	egg
MSTRG.11035	LOC113219147	/
MSTRG.11036	LOC412260	Sik3
MSTRG.11037	LOC551198	Lkb1
MSTRG.11038	/	/
MSTRG.11039	LOC412744	CG11975
MSTRG.1104	LOC100578721	CG17883
MSTRG.11040	LOC724988	CG34242
MSTRG.11041	LOC113219175	/
MSTRG.11042	LOC724943	PIG-U
MSTRG.11043	LOC100576543	/
MSTRG.11044	LOC409439	Sec24CD
MSTRG.11045	/	/
MSTRG.11046	LOC725156	CG8858
MSTRG.11047	BBIP1	CG8135
MSTRG.11048	LOC411488	Agl
MSTRG.11049	/	/
MSTRG.1105	LOC552091	CG31683
MSTRG.11050	LOC725541	spz5
MSTRG.11051	LOC412878	Tet
MSTRG.11052	Mir3776	/
MSTRG.11053	/	/
MSTRG.11054	/	/
MSTRG.11055	/	/
MSTRG.11056	/	/
MSTRG.11057	LOC113219159	/
MSTRG.11058	LOC412741	CG6230
MSTRG.11059	LOC102655041	CG6230
MSTRG.1106	LOC411850	Patr-1
MSTRG.11060	LOC725617	SLC5A11
MSTRG.11061	/	/
MSTRG.11062	LOC102653810	/
MSTRG.11063	Or107	Or49a
MSTRG.11064	LOC102653716	Or22a
MSTRG.11065	LOC113219153	/
MSTRG.11066	Mir3777	/
MSTRG.11067	LOC107965378	/
MSTRG.11068	LOC113219176	/
MSTRG.11069	/	/
MSTRG.1107	/	/
MSTRG.11070	/	/
MSTRG.11071	/	/
MSTRG.11072	LOC113219152	/
MSTRG.11073	/	/
MSTRG.11074	/	/
MSTRG.11075	/	/
MSTRG.11076	/	/
MSTRG.11077	/	CYTB
MSTRG.11078	LOC413125	CG5708
MSTRG.11079	LOC113219167	/
MSTRG.1108	LOC100576230	/
MSTRG.11080	/	/
MSTRG.11081	/	/
MSTRG.11082	/	/
MSTRG.11083	LOC409778	ko
MSTRG.11084	Fstl5	fra
MSTRG.11085	LOC102654211	CG9747
MSTRG.11086	/	CG9747
MSTRG.11087	LOC100578562	/
MSTRG.11088	LOC413123	Usp2
MSTRG.11089	LOC412731	Ocrl
MSTRG.1109	LOC412191	Rhp
MSTRG.11090	LOC552268	Pen
MSTRG.11091	LOC552247	Rel
MSTRG.11092	LOC408373	fwd
MSTRG.11093	LOC410357	CG3634
MSTRG.11094	Cryl1	Had1
MSTRG.11095	LOC113219158	RpL24
MSTRG.11096	/	RpL24
MSTRG.11097	LOC413660	CG32344
MSTRG.11098	/	/
MSTRG.11099	LOC551426	CG13392
MSTRG.111	LOC107963981	/
MSTRG.1110	LOC100578952	tilB
MSTRG.11100	LOC102656016	/
MSTRG.11101	/	/
MSTRG.11102	LOC102656043	/
MSTRG.11103	LOC113219155	/
MSTRG.11104	LOC100576546	/
MSTRG.11105	LOC102656410	/
MSTRG.11106	LOC410362	olf413
MSTRG.11107	LOC113219145	/
MSTRG.11108	LOC410361	CG5902
MSTRG.11109	/	/
MSTRG.1111	LOC551703	CG10657
MSTRG.11110	LOC409108	RhoGEF3
MSTRG.11111	LOC724418	Acph-1
MSTRG.11112	LOC551590	Usf
MSTRG.11113	LOC100576373	/
MSTRG.11114	LOC410363	CG42795
MSTRG.11115	/	/
MSTRG.11116	LOC100576903	CG34107
MSTRG.11117	LOC551737	Syn
MSTRG.11118	LOC100576956	Timp
MSTRG.11119	LOC107965335	Syn
MSTRG.1112	LOC551676	CG12118
MSTRG.11120	LOC107965336	/
MSTRG.11121	/	/
MSTRG.11122	LOC551765	CG12814
MSTRG.11123	LOC410365	stw
MSTRG.11124	TpnCIIIa	TpnC41C
MSTRG.11125	LOC100578238	CG6356
MSTRG.11126	LOC551869	GC
MSTRG.11127	/	/
MSTRG.11128	/	/
MSTRG.11129	LOC725309	/
MSTRG.1113	/	CG12118
MSTRG.11130	LOC100577359	/
MSTRG.11131	LOC725353	NT1
MSTRG.11132	/	/
MSTRG.11133	/	/
MSTRG.11134	/	/
MSTRG.11135	LOC410369	Tie
MSTRG.11136	LOC100578473	CG8300
MSTRG.11137	LOC725085	tap
MSTRG.11138	LOC410368	Cad74A
MSTRG.11139	/	Cad74A
MSTRG.1114	LOC102656429	Roc2
MSTRG.11140	/	Cad74A
MSTRG.11141	LOC100578276	/
MSTRG.11142	/	/
MSTRG.11143	/	/
MSTRG.11144	LOC102654806	/
MSTRG.11145	LOC408374	CG14073
MSTRG.11146	/	/
MSTRG.11147	LOC113219160	dlg1
MSTRG.11148	/	dlg1
MSTRG.11149	LOC102655405	/
MSTRG.1115	Tret1	Tret1-1
MSTRG.11150	LOC107965307	/
MSTRG.11151	LOC107965308	/
MSTRG.11152	LOC102655123	/
MSTRG.11153	LOC113219161	/
MSTRG.11154	LOC113218527	/
MSTRG.11155	LOC113219162	/
MSTRG.11156	LOC100578829	CG33110
MSTRG.11157	LOC102655631	Tret1-2
MSTRG.11158	LOC102654911	CG15651
MSTRG.11159	LOC552070	CG9313
MSTRG.1116	LOC726405	mbt
MSTRG.11160	LOC552121	CG1764
MSTRG.11161	/	/
MSTRG.11162	LOC409208	Ncc69
MSTRG.11163	LOC412326	Tnks
MSTRG.11164	LOC552170	/
MSTRG.11165	LOC725690	Tsp42Ea
MSTRG.11166	LOC724710	/
MSTRG.11167	LOC100576227	/
MSTRG.11168	LOC413222	Lam
MSTRG.11169	/	/
MSTRG.1117	LOC724618	cmpy
MSTRG.11170	LOC100576266	Lint-O
MSTRG.11171	LOC412460	Cth
MSTRG.11172	/	/
MSTRG.11173	LOC409783	CG42663
MSTRG.11174	Mir3779	/
MSTRG.11175	/	/
MSTRG.11176	TRNAV-UAC	/
MSTRG.11177	LOC412611	/
MSTRG.11178	LOC724203	CG11583
MSTRG.11179	LOC100578526	CG14621
MSTRG.1118	LOC113219402	/
MSTRG.11180	LOC102655824	Dbx
MSTRG.11181	LOC411378	/
MSTRG.11182	LOC552329	Ctl1
MSTRG.11183	LOC552347	Hakai
MSTRG.11184	/	/
MSTRG.11185	LOC409041	CG9536
MSTRG.11186	LOC412157	Heatr5
MSTRG.11187	LOC412630	CG10345
MSTRG.11188	LOC551753	CG32104
MSTRG.11189	LOC551608	pll
MSTRG.1119	/	/
MSTRG.11190	LOC413842	U2af38
MSTRG.11191	LOC100578927	pho
MSTRG.11192	LOC107965363	pen-2
MSTRG.11193	LOC413840	MFS16
MSTRG.11194	LOC409168	Rpn9
MSTRG.11195	LOC411699	/
MSTRG.11196	LOC102656473	/
MSTRG.11197	LOC102656387	Sptr
MSTRG.11198	LOC727050	Pisd
MSTRG.11199	LOC412309	RhoU
MSTRG.112	LOC100576602	/
MSTRG.1120	LOC552036	Socs36E
MSTRG.11200	LOC727496	CG30345
MSTRG.11201	LOC100578628	CG7914
MSTRG.11202	LOC727490	Fancl
MSTRG.11203	LOC552286	ACC
MSTRG.11204	LOC724801	bsh
MSTRG.11205	LOC552265	CdGAPr
MSTRG.11206	LOC107965360	CG5096
MSTRG.11207	LOC724727	hth
MSTRG.11208	LOC552178	Nct
MSTRG.11209	LOC724642	/
MSTRG.1121	LOC113218798	ghi
MSTRG.11210	LOC413297	CG14194
MSTRG.11211	LOC413296	RpS3A
MSTRG.11212	LOC552110	CG8306
MSTRG.11213	/	/
MSTRG.11214	FAR1	CG5065
MSTRG.11215	LOC100578814	CG5065
MSTRG.11216	LOC102654968	/
MSTRG.11217	/	/
MSTRG.11218	LOC102654936	/
MSTRG.11219	LOC411361	bab2
MSTRG.1122	LOC410717	par-1
MSTRG.11220	/	/
MSTRG.11221	/	/
MSTRG.11222	LOC100576619	CG9636
MSTRG.11223	/	/
MSTRG.11224	LOC412742	Iswi
MSTRG.11225	LOC725157	/
MSTRG.11226	LOC552725	Gnptab
MSTRG.11227	LOC552718	Sos
MSTRG.11228	LOC552711	CG6938
MSTRG.11229	/	/
MSTRG.1123	/	/
MSTRG.11230	/	/
MSTRG.11231	LOC412862	SmydA-3
MSTRG.11232	LOC725656	/
MSTRG.11233	LOC409483	mip120
MSTRG.11234	LOC551284	CSN4
MSTRG.11235	LOC551325	porin
MSTRG.11236	LOC725783	SmydA-6
MSTRG.11237	LOC551427	/
MSTRG.11238	LOC414035	Lac
MSTRG.11239	LOC410167	Sodh-2
MSTRG.1124	/	/
MSTRG.11240	LOC552694	PTP-ER
MSTRG.11241	/	/
MSTRG.11242	LOC410166	CG3328
MSTRG.11243	LOC410371	SERCA
MSTRG.11244	/	/
MSTRG.11245	LOC410370	CG3630
MSTRG.11246	/	/
MSTRG.11247	/	/
MSTRG.11248	/	/
MSTRG.11249	/	/
MSTRG.1125	LOC113218805	CG32225
MSTRG.11250	/	/
MSTRG.11251	LOC551033	/
MSTRG.11252	LOC725500	stw
MSTRG.11253	LOC102655922	/
MSTRG.11254	LOC408381	Gat
MSTRG.11255	LOC410373	CG14762
MSTRG.11256	/	/
MSTRG.11257	LOC725855	Lamtor3
MSTRG.11258	LOC410042	CG9331
MSTRG.11259	LOC107965323	papi
MSTRG.1126	LOC408589	Gdap2
MSTRG.11260	LOC100577913	rdx
MSTRG.11261	LOC552699	ATPsyngamma
MSTRG.11262	LOC413732	Glg1
MSTRG.11263	LOC102653773	Ttc7
MSTRG.11264	/	/
MSTRG.11265	/	/
MSTRG.11266	/	/
MSTRG.11267	LOC551859	Cam
MSTRG.11268	LOC107965322	CG41378
MSTRG.11269	LOC411510	Polr1C
MSTRG.1127	LOC411474	Nup188
MSTRG.11270	LOC411509	Trmt61
MSTRG.11271	LOC552705	jagn
MSTRG.11272	LOC411508	gammaTub23C
MSTRG.11273	LOC409247	Brf
MSTRG.11274	LOC100578209	lute
MSTRG.11275	LOC726471	SmydA-8
MSTRG.11276	LOC552765	Flacc
MSTRG.11277	LOC727612	CG6153
MSTRG.11278	LOC107965310	bsf
MSTRG.11279	LOC551410	CSN5
MSTRG.1128	LOC409075	CG1620
MSTRG.11280	LOC412884	AP-1gamma
MSTRG.11281	/	/
MSTRG.11282	LOC409342	Arfrp1
MSTRG.11283	LOC412085	PGAP3
MSTRG.11284	LOC552742	mew
MSTRG.11285	LOC413714	l(2)k14505
MSTRG.11286	LOC726433	eys
MSTRG.11287	LOC551625	baf
MSTRG.11288	LOC726524	kis
MSTRG.11289	Mir965	/
MSTRG.1129	LOC411473	CPT2
MSTRG.11290	/	/
MSTRG.11291	LOC411852	Prx6a
MSTRG.11292	LOC100577673	rswl
MSTRG.11293	LOC551738	CG12499
MSTRG.11294	LOC107965359	/
MSTRG.11295	/	/
MSTRG.11296	LOC551870	RpL36
MSTRG.11297	LOC410387	Cog3
MSTRG.11298	LOC408390	dgo
MSTRG.11299	TRNAR-UCG	/
MSTRG.113	LOC100576537	/
MSTRG.1130	LOC409074	VhaPPA1-1
MSTRG.11300	TRNAL-CAA	/
MSTRG.11301	LOC410388	CG6345
MSTRG.11302	LOC551913	CREG
MSTRG.11303	/	/
MSTRG.11304	LOC726709	trh
MSTRG.11305	/	trh
MSTRG.11306	/	trh
MSTRG.11307	LOC113219166	/
MSTRG.11308	LOC102653706	/
MSTRG.11309	LOC107965355	/
MSTRG.1131	LOC725421	Smyd4-3
MSTRG.11310	/	/
MSTRG.11311	LOC408388	alphaTub84B
MSTRG.11312	LOC102656500	alphaTub84B
MSTRG.11313	LOC410386	tok
MSTRG.11314	LOC410385	CG13630
MSTRG.11315	/	CG13630
MSTRG.11316	LOC100578613	/
MSTRG.11317	LOC107965314	/
MSTRG.11318	LOC726758	CG14257
MSTRG.11319	/	/
MSTRG.1132	LOC411472	Drp1
MSTRG.11320	LOC100578548	spz
MSTRG.11321	LOC552317	RecQ5
MSTRG.11322	LOC412788	CG40006
MSTRG.11323	/	/
MSTRG.11324	LOC100576705	/
MSTRG.11325	LOC102655436	CG4669
MSTRG.11326	LOC724243	Fas3
MSTRG.11327	LOC100578367	/
MSTRG.11328	LOC410390	su(f)
MSTRG.11329	LOC113219157	/
MSTRG.1133	LOC725068	Dhc64C
MSTRG.11330	LOC107963967	/
MSTRG.11331	LOC726782	/
MSTRG.11332	LOC726789	RpS26
MSTRG.11333	LOC113219150	/
MSTRG.11334	LOC726802	ave
MSTRG.11335	LOC412570	Lkr
MSTRG.11336	LOC102654867	frm
MSTRG.11337	/	/
MSTRG.11338	/	/
MSTRG.11339	LOC113219151	/
MSTRG.1134	LOC412918	Son
MSTRG.11340	/	/
MSTRG.11341	LOC100576825	/
MSTRG.11342	LOC410019	tweek
MSTRG.11343	LOC100576774	/
MSTRG.11344	LOC552755	Gmer
MSTRG.11345	LOC413223	rictor
MSTRG.11346	LOC409831	Prosbeta1
MSTRG.11347	LOC724959	nclb
MSTRG.11348	LOC724913	RYBP
MSTRG.11349	LOC724802	CG10674
MSTRG.1135	LOC726113	por
MSTRG.11350	LOC413224	inaE
MSTRG.11351	/	/
MSTRG.11352	/	/
MSTRG.11353	LOC724546	rumpel
MSTRG.11354	LOC412116	per
MSTRG.11355	/	/
MSTRG.11356	LOC100578936	Pgd
MSTRG.11357	LOC551034	Arl5
MSTRG.11358	LOC725086	PIG-P
MSTRG.11359	LOC102654012	CG40228
MSTRG.1136	LOC412081	Acat1
MSTRG.11360	LOC413753	CG4049
MSTRG.11361	/	/
MSTRG.11362	LOC408392	GlyRS
MSTRG.11363	LOC102653958	/
MSTRG.11364	LOC102656885	/
MSTRG.11365	LOC408393	eys
MSTRG.11366	Mir3780	/
MSTRG.11367	LOC100576630	/
MSTRG.11368	LOC410395	HP1b
MSTRG.11369	LOC410396	Idh3g
MSTRG.1137	/	CG9147
MSTRG.11370	LOC725642	CG5800
MSTRG.11371	LOC408394	Col4a1
MSTRG.11372	LOC410393	phu
MSTRG.11373	LOC100576484	SCCRO4
MSTRG.11374	/	/
MSTRG.11375	LOC412564	unc-45
MSTRG.11376	LOC725465	Cdc7
MSTRG.11377	LOC100576422	CG31229
